Location,Price,Commission,TVA,Currency,Rooms,Size,Floor,Composition
Dambul Rotund,96000,,False,True,2, 49, 2/5, Semidec
Marasti,245000,,False,True,2, 56, 1/3, Dec
Manastur,143000,,False,True,3, 67, Parter/4, Dec
Manastur,103000,,False,True,3, 47, 4/4, Semidec
Manastur,215000,,False,True,4, 100, Parter/1, Semidec
Central,160000,,False,True,1, 40, 4, Dec
Buna Ziua,140000,,False,True,2, 43, 2/2, Semidec
Iris,165000,,False,True,3, 63, 6/9, Semidec
Iris,165000,,False,True,3, 63, 6/10, Semidec
Manastur,139000,,False,True,3, 82, 5/5, Semidec
Central,299000,,False,True,3, 85, 1/3, Dec
Manastur,143000,,False,True,3, 67, Parter, Dec
Manastur,143000,,False,True,3, 67, Parter/4, Dec
Central,179900,,False,True,4, 89.67, 4/6, Semidec
Central,213500,,True,True,3, 61, 1/5, Semidec
Marasti,125000,,False,True,1, 37, 1/1, Semidec
Manastur,100000,,False,True,1, 40, Parter/10, Semidec
Manastur,100000,,False,True,2, 54, Parter/10, Dec
Gheorgheni,167000,,False,True,2, 55, 1, Dec
Gheorgheni,205000,,False,True,2, 60, 4/10, Dec
Buna Ziua,169000,,False,True,2, 62, Parter/6, Dec
Andrei Muresanu,245000,,False,True,3, 90, Parter/2, Semidec
Manastur,125000,,False,True,2, 51, 3/10, Dec
Manastur,150000,,False,True,3, 70, 4/4, Dec
Gheorgheni,135000,,False,True,2, 44, 9/10, Semidec
Iris,299000,,False,True,5, 110, 1/1, Dec
Grigorescu,165000,,False,True,2, 48, Parter/1, Semidec
Intre Lacuri,164275,Comision 0%,True,True,3, 73, 1/6, Dec
Gheorgheni,185000,,False,True,3, 61, 1/4, Dec
Sopor,180000,,False,True,2, 52, 4/10, Semidec
Manastur,127000,,False,True,2, 50, 5/10, Dec
Andrei Muresanu,184600,,True,True,3, 71, 2/4, Semidec
Grigorescu,170000,,False,True,3, 69, 9/9, Semidec
Grigorescu,170600,,False,True,3, 70, 9/9, Dec
Iris,150000,,False,True,2, 54, 1/7, Semidec
Horea,119000,,False,True,2, 53, 4/4, Semidec
Intre Lacuri,108000,,True,True,2, 55, 2/6, Semidec
Zorilor,143000,,False,True,3, 64, Parter/4, Dec
Sopor,184500,,False,True,3, 73.43, 2/6, Semidec
Dambul Rotund,99000,,False,True,2, 46.3, 6/6, Semidec
Europa,204000,,True,True,2, 68, 3/3, Semidec
Semicentral,188000,,False,True,3, 60, Parter/1, Dec
Manastur,150000,,False,True,3, 66, 4/4, Dec
Iris,180000,,False,True,2, 54, 3/10, Semidec
Zorilor,230000,,False,True,4, 97, 9/10, Dec
Manastur,105000,,False,True,2, 52, 11/11, Semidec
Manastur,105000,,False,True,2, 52, 11/11, Dec
Marasti,169990,,False,True,3, 65, 4/4, Dec
Gheorgheni,162500,,False,True,2, 46, 1/7, Semidec
Buna Ziua,148500,,False,True,2, 58, 2/3, Dec
Semicentral,138500,,True,True,2, 52, 4/6, Semidec
Iris,140000,,False,True,3, 56, 3/3, Semidec
Manastur,133000,,False,True,2, 52, 9/10, Circular]
Gheorgheni,165000,,False,True,3, 63, 2/4, Semidec
Semicentral,134200,,False,True,2, 52, Parter/6, Semidec
Semicentral,134700,,False,True,2, 59, 1/6, Semidec
Marasti,145000,,False,True,3, 65, 4/4, Dec
Marasti,145000,,False,True,3, 65, 4/4, Dec
Zorilor,220000,,False,True,4, 78, 1/4, Dec
Central,274000,,False,True,2, 79.11, Parter/1, Semidec
Marasti,130000,,False,True,2, 55, 8/9, Dec
Marasti,115000,,False,True,1, 38, Parter/8, Dec
Marasti,115000,,False,True,2, 41.5, Parter/10, Semidec
Manastur,110000,,False,True,4, 54, 4/4, Semidec
Manastur,110000,,False,True,3, 54, 4/4, Semidec
Grigorescu,240000,,False,True,4, 96, 3/4, Dec
Manastur,119999,,False,True,2, 51, 3/10, Dec
Gheorgheni,129900,,False,True,2, 44, 8/10, Semidec
Gheorgheni,130000,,False,True,3, 63, 5/5, Dec
Manastur,85000,,False,True,1, 37, 1/3, Dec
Manastur,92999,,False,True,2, 36, 3/4, Semidec
Semicentral,139899,,True,True,2, 52.17, 1/7, Semidec
Marasti,145000,,False,True,3, 65, 4/4, Dec
Marasti,225000,,False,True,3, 71, 3/4, Semidec
Central,414999,,False,True,3, 121, 3/4, Dec
Iris,163000,,False,True,3, 63, 3/7, Dec
Iris,163000,,False,True,3, 63, 6/11, Dec
Zorilor,252000,,True,True,3, 88, 8/10, Semidec
Grigorescu,286000,,True,True,3, 80.3, 3/4, Semidec
Ultracentral,350000,,False,True,5, 101, 1/2, Dec
Iris,159000,,False,True,3, 62, 8/9, Semidec
Someseni,148500,Comision 0%,True,True,2, 67, 1/3, Semidec
Manastur,97000,,False,True,3, 43, Parter/4, Semidec
Iris,43000,,False,True,1, 28, Parter/4, Dec
Bulgaria,240000,,False,True,3, 76, 4/4, Semidec
Marasti,176000,,False,True,2, 52, 1/3, Semidec
Semicentral,140000,,False,True,1, 40.8, Parter/5, Dec
Gheorgheni,139900,,False,True,1, 40.5, 8/9, Semidec
Central,143000,,False,True,2, 51, Parter/1, Semidec
Marasti,245000,,False,True,2, 56, 1/3, Dec
Dambul Rotund,109200,,False,True,2, 52, Parter/6, Semidec
Gara,137600,,True,True,2, 53, Parter/6, Semidec
Iris,167500,,False,True,2, 50, 4/4, Semidec
Dambul Rotund,117000,,False,True,2, 45, 5, Dec
Manastur,103000,,False,True,3, 47, 4/4, Semidec
Buna Ziua,159000,,False,True,2, 51.61, 1/9, Semidec
Gara,137100,,True,True,2, 58.7, 2/6, Semidec
Iris,110000,,False,True,1, 39, 3/5, Dec
Intre Lacuri,130000,,False,True,2, 49, 4, Dec
Central,390000,,False,True,3, 80, 1/4, Dec
Borhanci,227310,,True,True,3, 97.59, 3/3, Semidec
Central,299000,,False,True,3, 82, 1, Dec
Manastur,143000,,False,True,3, 67, Parter/4, Dec
Manastur,95000,,False,True,2, 43, Parter/2, Semidec
Manastur,106250,,False,True,3, 47, 4/4, Semidec
Grigorescu,115000,,False,True,2, 48, 4/4, Semidec
Manastur,122000,,False,True,2, 51, 3/10, Dec
Gheorgheni,119000,,False,True,2, 50, Demisol, Semidec
Semicentral,125700,Comision 0%,True,True,1, 39.63, 6/6, Semidec
Central,169000,,False,True,2, 63, 2/4, Dec
Borhanci,175000,,False,True,2, 64, 1/2, Semidec
Manastur,130000,,False,True,3, 60, 1/2, Semidec
Manastur,93000,,False,True,2, 34, 2/4, Semidec
Central,260000,,False,True,4, 85.3, 2/2, Dec
Dambul Rotund,95000,,False,True,1, 43, 6/6, Dec
Manastur,132000,,False,True,2, 62, 10/12, Semidec
Grigorescu,128000,,False,True,2, 56, Parter/1, Dec
Zorilor,185000,,True,True,2, 67, 7/14, Semidec
Manastur,99000,,False,True,2, 54, Parter/10, Dec
Manastur,113000,,False,True,2, 46, 7/8, Dec
Intre Lacuri,127000,,False,True,2, 49.29, 4/8, Dec
Central,182000,,False,True,2, 58, 5/6, Semidec
Iris,154000,,False,True,2, 55, 2/8, Semidec
Dambul Rotund,116000,Comision 0%,False,True,2, 45, 2/6, Semidec
Grigorescu,170669,,False,True,3, 60, 9/10, Dec
Dambul Rotund,135000,,False,True,2, 58, 5/6, Semidec
Manastur,127000,,False,True,2, 49, 7/10, Semidec
Iris,165000,,False,True,3, 74.71, 1/5, Semidec
Gara,130000,,False,True,2, 55, Parter/3, Semidec
Iris,155000,,False,True,3, 62.2, 8/9, Semidec
Borhanci,192455,,True,True,3, 78.68, 3/3, Semidec
Central,170000,,False,True,2, 59, Parter/1, Semidec
Gheorgheni,189885,,True,True,3, 67, 4/6, Dec
Europa,243000,,True,True,3, 98, 1/3, Semidec
Someseni,139600,,True,True,3, 69.8, 1/3, Semidec
Marasti,155000,,False,True,2, 54, Parter/4, Dec
Manastur,128000,,False,True,2, 49.1, 7/10, Semidec
Intre Lacuri,108000,,True,True,2, 54, 2/6, Semidec
Marasti,189000,,False,True,3, 68, 3/4, Dec
Gruia,188000,,False,True,2, 80, Parter/4, Dec
Manastur,127000,Comision 0%,True,True,1, 48.32, 14/25, Semidec
Andrei Muresanu,350000,,False,True,3, 88, 3/3, Semidec
Iris,163000,,False,True,3, 63, 3/7, Semidec
Manastur,130000,,False,True,3, 66, Parter/10, Dec
Zorilor,160000,,False,True,3, 62.06, 7/8, Dec
Gara,150800,,True,True,2, 60, 4/6, Semidec
Gara,134000,Comision 0%,True,True,2, 54.31, 4/6, Semidec
Marasti,145000,,False,True,3, 65, 4/4, Dec
Manastur,111000,Comision 0%,True,True,1, 44.88, 6/25, Semidec
Manastur,112900,,False,True,2, 58, Parter/3, Semidec
Marasti,115000,,False,True,2, 41, Parter/10, Semidec
Marasti,150000,,False,True,3, 65, 11/12, Dec
Marasti,164000,,False,True,2, 82, 3/3, Semidec
Marasti,179000,,False,True,2, 59, 2/3, Dec
Gheorgheni,135000,,False,True,2, 44, 8/10, Semidec
Manastur,118000,,False,True,2, 45, 4/8, Dec
Manastur,118000,,False,True,2, 54, Parter/10, Semidec
Manastur,118000,,False,True,2, 44, 4/8, Dec
Grigorescu,150000,,False,True,3, 55, 4, Semidec
Zorilor,140000,,False,True,2, 44, 1/4, Dec
Manastur,139900,,False,True,2, 51.5, 1/8, Dec
Buna Ziua,121500,,False,True,2, 41, Parter/3, Semidec
Central,50000,,False,True,1, 15, Demisol, Semidec
Grigorescu,97550,,True,True,1, 36.14, 1/4, Semidec
Buna Ziua,150000,,False,True,3, 60, Mansarda/3, Semidec
Semicentral,145700,Comision 0%,True,True,2, 60.14, 3/6, Semidec
Zorilor,175000,,False,True,2, 58, 13/14, Semidec
Gheorgheni,183000,,False,True,3, 62, 3/4, Dec
Iris,163000,,False,True,3, 63, 3/7, Semidec
Borhanci,187500,Comision 0%,True,True,3, 83, 3/3, Semidec
Central,340000,,False,True,4, 99, 2/3, Semidec
Iris,295000,,False,True,3, 66, 6/6, Semidec
Dambul Rotund,91000,,False,True,2, 42.5, 6/6, Semidec
Manastur,158000,,False,True,3, 67, 1/5, Semidec
Marasti,185000,,False,True,3, 72, 6/7, Dec
Iris,92000,,False,True,2, 44, 3/5, Semidec
Central,115000,,True,True,1, 44, 2/6, Dec
Gheorgheni,145000,,False,True,3, 56, Parter/3, Dec
Gheorgheni,145000,,False,True,2, 45, 10/10, Semidec
Iris,224500,,True,True,4, 99.91, 6/9, Semidec
Semicentral,143500,Comision 0%,True,True,2, 58.9, 5/6, Semidec
Manastur,129000,,False,True,2, 46, 3/4, Semidec
Manastur,145000,,False,True,3, 66.96, 4/4, Dec
Marasti,151000,,False,True,2, 47, 3/4, Dec
Gheorgheni,150000,,False,True,3, 65, 4/4, Dec
Sopor,185000,,False,True,3, 74, 1/7, Dec
Zorilor,125000,,False,True,1, 36, 2/4, Dec
Dambul Rotund,115000,,False,True,2, 45, Parter/6, Semidec
Intre Lacuri,126000,,False,True,2, 50, 4/4, Dec
Iris,165500,,False,True,3, 73.62, 1/9, Semidec
Andrei Muresanu,480000,,False,True,4, 170, 3/4, Dec
Intre Lacuri,127000,,False,True,2, 49, 4/4, Dec
Gheorgheni,150000,,False,True,3, 58, 4, Semidec
Central,185000,,False,True,3, 72, 6/6, Semidec
Central,299000,,False,True,3, 85, 1/3, Dec
Marasti,115000,,False,True,1, 36, 8/8, Dec
Central,225000,,False,True,2, 70, 2/2, Dec
Semicentral,293500,,False,True,3, 84, 6/6, Semidec
Semicentral,144400,Comision 0%,True,True,2, 56.27, 5/6, Semidec
Central,349000,,False,True,3, 95, 2/3, Dec
Marasti,168000,,False,True,3, 66, Parter/4, Dec
Marasti,169000,,False,True,3, 67, Parter/4, Dec
Iris,141427,,True,True,2, 46.79, 1/4, Dec
Iris,154000,Comision 0%,False,True,3, 62, 8/9, Semidec
Marasti,144000,,False,True,3, 65, 4/4, Dec
Gheorgheni,120000,,False,True,2, 50, Parter/10, Dec
Grigorescu,170000,,False,True,3, 60, 9/9, Semidec
Marasti,170000,,False,True,3, 74, 8/8, Dec
Zorilor,220000,,False,True,3, 72, 5/8, Dec
Marasti,180000,,False,True,3, 63, 2/4, Semidec
Gheorgheni,158000,,False,True,3, 60, 2/4, Semidec
Semicentral,170000,,False,True,2, 45, 3/3, Dec
Dambul Rotund,95000,,False,True,2, 43, 6/6, Semidec
Gheorgheni,179800,,False,True,3, 70, 2/4, Semidec
Zorilor,149999,,False,True,3, 52, Parter/4, Dec
Central,145000,,False,True,2, 46, 2/2, Semidec
Grigorescu,289000,,False,True,3, 91, Parter/2, Semidec
Manastur,140000,,False,True,3, 68, Parter/4, Dec
Borhanci,192000,,True,True,3, 79, 3/3, Semidec
Central,178000,,False,True,2, 50, 1/5, Semidec
Iris,179900,,False,True,3, 55, 3/10, Dec
Central,95000,,False,True,2, 65, Demisol/3, Semidec
Plopilor,160000,,False,True,3, 65, 4/4, Dec
Marasti,238000,,False,True,3, 74, Parter/7, Dec
Zorilor,135000,,False,True,3, 54.5, 10/15, Dec
Manastur,103000,,False,True,2, 50, Parter/10, Dec
Dambul Rotund,128000,,False,True,2, 57, Parter/6, Semidec
Buna Ziua,115000,,False,True,2, 46, Parter/2, Semidec
Marasti,170000,,False,True,3, 63, Parter/4, Dec
Central,265000,,False,True,2, 50, 1/1, Semidec
Borhanci,189684,,True,True,3, 78.63, 3/3, Dec
Dambul Rotund,110000,,False,True,2, 45, 5/6, Semidec
P-ta Mihai Viteazul,170000,,False,True,3, 80.6, 1/1, Semidec
Manastur,96000,,False,True,2, 35, 2/4, Semidec
Manastur,182000,,False,True,3, 84, 4/4, Semidec
Someseni,219000,,False,True,5, 125, 1/1, Semidec
Marasti,145000,,False,True,3, 65.5, 4/4, Dec
Marasti,240000,,False,True,3, 76, 4/4, Semidec
Central,134999,,False,True,1, 35, 3, Dec
Marasti,115000,,False,True,2, 42, Parter/10, Dec
Calea Turzii,184900,,False,True,2, 68, 2/3, Semidec
Zorilor,147000,,False,True,3, 68, Parter/4, Dec
Manastur,110000,,False,True,4, 53.4, 4/4, Semidec
Manastur,109900,,False,True,4, 54, 4/4, Dec
Grigorescu,250000,,False,True,2, 80, 2/4, Dec
Grigorescu,249890,,False,True,4, 80, 3/4, Dec
Gheorgheni,159900,,False,True,3, 57, 4/4, Semidec
Dambul Rotund,115000,,False,True,3, 64, 5/6, Semidec
Gheorgheni,185000,,False,True,3, 76, 6, Dec
Marasti,225000,,False,True,3, 71, 3/4, Semidec
Manastur,85000,,False,True,1, 39, 3/4, Semidec
Manastur,140000,,False,True,3, 65, 4/4, Semidec
Central,274000,,False,True,3, 78, Parter/1, Dec
Dambul Rotund,117000,,False,True,2, 57, 1/5, Semidec
Periferie,153000,Comision 0%,False,True,3, 67, 3/9, Semidec
Iris,163000,,False,True,3, 63, 3/7, Semidec
Central,180000,,False,True,2, 59, Parter/1, Semidec
Zorilor,398000,,False,True,4, 105, 6/6, Semidec
Gheorgheni,200000,,False,True,3, 68, 3/8, Semidec
Marasti,114000,,False,True,1, 42, Parter/7, Semidec
Iris,159000,,False,True,3, 62, 8/9, Semidec
Central,340000,,False,True,4, 99, 2/4, Semidec
Central,320000,,False,True,2, 90, Parter, Semidec
Manastur,120000,,False,True,2, 48, 3/10, Dec
Central,74800,,False,True,1, 25, Parter, Semidec
Manastur,139800,,False,True,3, 65, 4/4, Dec
Manastur,135000,,False,True,2, 50, Parter/2, Semidec
Someseni,127000,,False,True,2, 59, 2/5, Dec
Gheorgheni,145000,,False,True,3, 65, 4/4, Dec
Gheorgheni,145000,,False,True,3, 60, 4/4, Dec
Manastur,130900,,False,True,3, 55, 1/2, Semidec
Manastur,125000,,False,True,2, 49, 7/10, Dec
Plopilor,213000,,False,True,3, 74, 6, Dec
Semicentral,245000,,False,True,2, 56, 1/3, Dec
Grigorescu,119000,,False,True,3, 65, Parter/10, Dec
Dambul Rotund,43000,,False,True,1, 21, Parter/4, Semidec
Zorilor,145000,,False,True,2, 44, Parter/6, Dec
Dambul Rotund,96750,,False,True,2, 52.3, 1/6, Semidec
Buna Ziua,235000,,False,True,3, 82, Parter/7, Dec
Grigorescu,176000,,False,True,2, 65, 3/4, Dec
Buna Ziua,144500,,False,True,1, 45, 1/3, Semidec
Iris,115000,,False,True,2, 60, Mansarda/6, Semidec
Someseni,205863,,False,True,3, 95.75, 1/3, Dec
Marasti,370000,,False,True,3, 110, 11/11, Semidec
Manastur,155000,,False,True,3, 65, 4, Dec
Manastur,130000,,False,True,3, 60, 1/1, Semidec
Manastur,130000,,False,True,3, 59, 1/2, Semidec
Gheorgheni,168000,,False,True,2, 61, 1/7, Dec
Central,159000,,True,True,2, 52.48, 1/5, Semidec
Europa,225000,,False,True,4, 81, Parter/2, Dec
Ultracentral,260000,,False,True,2, 80, 4/5, Dec
Manastur,239000,,False,True,4, 80, 8/10, Dec
Iris,165000,,False,True,3, 83, 2/3, Semidec
Manastur,95000,,False,True,2, 40, Parter/10, Semidec
Intre Lacuri,149170,,False,True,3, 75.1, 5/6, Dec
Gheorgheni,135000,,False,True,2, 44, Parter/10, Semidec
Manastur,115000,Comision 0%,False,True,2, 54, Parter/8, Dec
Marasti,170000,,False,True,3, 72, Parter/4, Dec
Marasti,145999,,False,True,3, 64, 7/7, Dec
Zorilor,285000,,False,True,3, 80, 5/12, Semidec
P-ta Mihai Viteazul,169000,,False,True,2, 54, Parter/2, Dec
Semicentral,140000,,False,True,2, 47, 4/4, Dec
Gara,170500,,False,True,3, 77.5, 5/6, Semidec
Gheorgheni,125000,,False,True,2, 48, 6/8, Semidec
Gara,177000,,True,True,3, 77, 5/6, Semidec
Europa,243000,,True,True,3, 97.71, 1/3, Semidec
Gheorgheni,148000,,False,True,3, 58, 4/4, Dec
Europa,208000,,True,True,3, 80, 1/2, Semidec
Central,155000,,False,True,2, 48, Parter/4, Semidec
Marasti,180000,,False,True,4, 78, 2/4, Dec
Buna Ziua,155000,,False,True,2, 52, 1/6, Dec
Manastur,118000,,False,True,2, 54, Parter/10, Semidec
Gheorgheni,143000,,False,True,3, 59, 3/4, Semidec
Marasti,180000,,False,True,2, 54, Parter/4, Semidec
Marasti,180000,,False,True,2, 52, Parter/4, Dec
Europa,148000,,False,True,2, 58, 4, Dec
Marasti,89000,,False,True,1, 30, 2/4, Dec
Manastur,108000,,False,True,3, 48, 4/4, Semidec
Marasti,145000,,False,True,3, 65, 4/4, Dec
Marasti,145000,,False,True,3, 64, 4/4, Dec
Marasti,130000,,False,True,2, 52, Parter/4, Semidec
Dambul Rotund,102000,,False,True,2, 46, 6/6, Nedec
Gheorgheni,119990,,False,True,3, 63, 5/5, Semidec
Intre Lacuri,168000,,False,True,3, 68, Parter/4, Dec
Iris,180000,,False,True,3, 55, 3/10, Semidec
Manastur,110000,,False,True,4, 54, 4/4, Dec
Marasti,134999,,False,True,3, 65, 4/4, Dec
Iris,172000,,False,True,3, 90, 7/7, Semidec
Central,300000,,False,True,4, 100, Parter/1, Dec
Zorilor,410000,,False,True,3, 121, 3/3, Dec
Manastur,169000,,False,True,3, 64, 3/4, Semidec
Central,299000,,False,True,3, 80, 1/3, Semidec
Dambul Rotund,99800,,False,True,2, 53, 5, Semidec
Europa,168000,,False,True,2, 54, 4/10, Semidec
Manastur,133000,,False,True,3, 63, Parter/4, Dec
Iris,125000,,False,True,1, 37.02, 3/9, Dec
Iris,130000,,False,True,1, 37, 3/10, Semidec
Dambul Rotund,105000,,False,True,2, 55, 3/3, Dec
Dambul Rotund,125000,,False,True,2, 57, 4/6, Semidec
Iris,125000,,False,True,2, 42, 3/3, Dec
Marasti,238000,,True,True,3, 76, 2/11, Dec
Central,185000,,False,True,2, 58, 5/6, Semidec
Gheorgheni,144500,,False,True,3, 60, 4/4, Dec
Gheorgheni,145000,,False,True,3, 55, Parter/3, Dec
Gheorgheni,145000,,False,True,3, 58, 4/4, Semidec
Borhanci,129300,Comision 0%,True,True,2, 54, 3/3, Semidec
Manastur,217990,Comision 0%,False,True,3, 100, 1/2, Semidec
Manastur,155000,,False,True,2, 56, 5/10, Dec
Zorilor,430000,,False,True,3, 90, 1/2, Semidec
Iris,151200,,False,True,2, 59, 1/2, Semidec
Someseni,212442,,False,True,3, 98.81, 1/3, Dec
Marasti,239990,,False,True,3, 76, 4/4, Semidec
Gheorgheni,152000,,False,True,3, 57, 4/4, Semidec
Dambul Rotund,42500,,False,True,1, 23, 1/4, Semidec
Zorilor,125000,,False,True,1, 38, 1/5, Semidec
Marasti,134900,,False,True,3, 53, 4/5, Semidec
Europa,241000,,True,True,3, 97.71, 1/3, Semidec
Intre Lacuri,166900,,False,True,3, 88.2, 5/6, Semidec
Borhanci,175000,,False,True,2, 64, 1/2, Dec
Manastur,115000,,False,True,2, 54, Parter/6, Semidec
Zorilor,295000,,False,True,3, 81.35, Parter/10, Dec
Iris,115348,Comision 0%,False,True,3, 69.85, 1/3, Semidec
Gheorgheni,144900,,False,True,3, 58, 4/4, Semidec
Gheorgheni,149900,,False,True,3, 65, 4/4, Semidec
Gheorgheni,149999,,False,True,2, 47, 4/4, Dec
Dambul Rotund,150000,,False,True,3, 74.9, 4/5, Semidec
Dambul Rotund,105000,,False,True,2, 53, 3/3, Dec
Dambul Rotund,94050,,False,True,2, 57, 4/6, Semidec
Manastur,107500,,False,True,2, 54, Parter/8, Dec
Someseni,188254,,False,True,3, 87.56, 3/3, Dec
Zorilor,165000,,False,True,3, 68, Parter/4, Dec
Manastur,130000,,False,True,3, 56, 1/2, Dec
Manastur,130000,,False,True,3, 60, 1/2, Dec
Manastur,130000,Comision 0%,False,True,3, 60, 1/2, Dec
Manastur,130000,,False,True,3, 55, 1/1, Dec
Marasti,150000,,True,True,3, 67, 2/6, Dec
Marasti,166000,,False,True,3, 71, 4/4, Dec
Dambul Rotund,109000,,False,True,2, 45, 5/6, Semidec
Central,260000,Comision 0%,False,True,4, 85.3, 2/2, Semidec
Iris,134500,,False,True,2, 59.54, 3/9, Semidec
Marasti,250000,,False,True,4, 90, 2/8, Dec
Buna Ziua,246000,,False,True,3, 77, 1, Dec
Manastur,125000,Comision 0%,False,True,2, 46, 4/10, Dec
Gheorgheni,124000,,False,True,2, 45, 7/10, Semidec
Manastur,219400,,False,True,4, 82, 5/10, Dec
Marasti,150000,,False,True,2, 58, 2/3, Semidec
Gheorgheni,150000,,False,True,3, 65, 4/4, Dec
Intre Lacuri,164000,,False,True,3, 73, 1/6, Semidec
Gheorgheni,147000,,False,True,2, 51, 8/10, Dec
Aurel Vlaicu,157800,,False,True,3, 71, Parter/4, Dec
Sopor,162000,,False,True,3, 71, 2/7, Semidec
Gheorgheni,160000,Comision 0%,True,True,2, 54, 2/6, Semidec
Grigorescu,170000,,False,True,3, 69, 4/4, Dec
Grigorescu,255000,,False,True,3, 78, 3/3, Nedec
Central,128000,,False,True,2, 49, 3/4, Dec
Central,128000,,False,True,2, 49, 1/4, Dec
Horea,128000,,False,True,2, 49, 3/4, Dec
Gruia,189000,Comision 0%,False,True,3, 69, 1/11, Semidec
Buna Ziua,224000,,False,True,3, 73, 1/2, Dec
Marasti,145000,,False,True,2, 52.2, 6/7, Semidec
Manastur,110000,,False,True,3, 61, 5/5, Semidec
Manastur,139900,,False,True,3, 67, Parter/4, Dec
Marasti,74000,,False,True,1, 25, Parter/4, Dec
Someseni,184083,,False,True,3, 85.62, 2/3, Dec
Zorilor,189000,,False,True,2, 55, 7/14, Semidec
Manastur,150000,,False,True,3, 65, 4/4, Dec
Dambul Rotund,114000,,False,True,2, 56.91, 1/5, Semidec
Dambul Rotund,99000,,False,True,2, 46.3, 6/6, Semidec
Marasti,109000,,False,True,2, 38, Parter/1, Dec
Intre Lacuri,199000,,False,True,3, 66, 6/6, Semidec
Iris,126500,,False,True,2, 49, 8/9, Semidec
Manastur,139000,,False,True,3, 73, 4/4, Semidec
Gheorgheni,147000,,False,True,3, 58, 4/4, Semidec
Iris,129000,,False,True,2, 38, Parter/8, Semidec
Manastur,110000,,False,True,3, 61.5, Mansarda/5, Semidec
Iris,67000,,False,True,1, 24, 3, Semidec
Iris,158000,,False,True,2, 56, 2/9, Semidec
Marasti,145000,,False,True,3, 65, 4/4, Dec
Central,335000,,False,True,2, 52, Parter/3, Semidec
Marasti,129990,,False,True,3, 65.27, 4/4, Dec
Semicentral,174000,,False,True,2, 45, 1/3, Semidec
Manastur,110000,,False,True,4, 54, 4/4, Semidec
Manastur,109900,Comision 0%,False,True,4, 54, 4/4, Semidec
Manastur,120000,Comision 0%,True,True,2, 50.25, 8/25, Semidec
Manastur,120000,,False,True,2, 42, 3/4, Semidec
Manastur,135000,,False,True,3, 66.5, 4/4, Dec
Gheorgheni,129900,,False,True,2, 51, 10/11, Dec
Central,136500,,False,True,2, 46, 2/2, Semidec
Manastur,131000,,False,True,3, 52, 3/4, Semidec
Marasti,128700,,False,True,2, 45, 1/6, Semidec
Manastur,85000,,False,True,1, 39, 3/4, Semidec
Manastur,128000,Comision 0%,False,True,3, 52, 11/12, Semidec
Central,410000,,False,True,3, 121, 3/4, Semidec
Central,410000,,False,True,3, 121, 3/4, Semidec
Marasti,61500,,False,True,1, 24, 4/4, Dec
Gheorgheni,185000,,False,True,3, 74, 1/7, Semidec
Ultracentral,165000,,False,True,2, 37, Parter/4, Semidec
Ultracentral,300000,Comision 0%,False,True,2, 72, 2/2, Semidec
Zorilor,155000,,False,True,2, 47, Parter/3, Semidec
Gheorgheni,190082,,True,True,3, 76.72, 3/8, Dec
Dambul Rotund,105450,Comision 0%,False,True,2, 57, Parter, Semidec
Central,299000,,False,True,3, 80, 1/4, Semidec
Manastur,139900,,False,True,2, 51, 1/8, Dec
Dambul Rotund,130000,,False,True,2, 52, 3/6, Semidec
Someseni,225000,,False,True,3, 180, 4/4, Semidec
Grigorescu,145000,,False,True,2, 50, 7/10, Dec
Buna Ziua,220000,,False,True,3, 98, 1/4, Semidec
Marasti,222000,,True,True,4, 111, Parter/8, Dec
Central,225000,,False,True,3, 120, 1/2, Semidec
Zorilor,106800,,False,True,1, 38, Parter/4, Dec
Andrei Muresanu,170000,,False,True,2, 64, 4/4, Semidec
